M20, Gini
-0.7834862838652814, 0.736608637397544
-0.7342220540164373, 0.7354497188876051
-0.7069838720352515, 0.7348663069596308
-0.7847086166101956, 0.7340327938044627
-0.8827771733674735, 0.7305623375362075
-0.9483604478947986, 0.729281574770856
-0.9619613528398657, 0.7260141737789292
-0.9607123641107251, 0.7239254165448248
-1.1343695270738285, 0.7192090846412343
-1.2380899162931467, 0.7173374154823627
-1.2131396466574267, 0.7086402655317066
-1.7315890294875003, 0.7065104949478598
-1.712637659303872, 0.7000784916975668
-1.89190949287034, 0.6990288226536361
-1.8848745150662658, 0.7011469069115118
-1.914941610703456, 0.6958672933177609
-1.949022225414153, 0.6970465035320776
-1.9459030283387113, 0.698095484026306
-1.9568680116016344, 0.6983516092939779
-1.9914047615762678, 0.7010171083305575
-2.0703045173846144, 0.6996696255474305
-2.5145442617943123, 0.703341482303026
-2.37806582671761, 0.7049031742760318
-2.398780080959024, 0.7052609664843529
-2.6112163740386443, 0.7026145651765652
-2.525984244343, 0.7100038784795676
-2.613008923348668, 0.710257269475106
-2.458998202945681, 0.7133457147620998
-2.4893704846627553, 0.7167113862045783
-2.3958890662644845, 0.7179218224716383
-2.609548794015077, 0.723492929213613
-2.7027184490706215, 0.72670106573405
-2.6493228338098183, 0.7282674774137777
-2.5695209720946957, 0.7310588028444197
-2.2936026607813944, 0.734282927185846
-2.1239235888419015, 0.7403379967698561
-1.9545182561507122, 0.7423432638178392
-2.3084126937098888, 0.7450586198735155
-2.0554154638963156, 0.7482428104393432
-1.8552506361849823, 0.7467149436295196
-1.666297903059204, 0.7470606548039243
-1.707184472991288, 0.7483077393015646
-1.6524390041583075, 0.7448410451970533
-1.711534307503996, 0.7399713246383475
-1.7293663823789776, 0.7350553639926118
-1.6155730852564436, 0.7312019339912178
-1.8409701530219837, 0.7275322953985607
-1.6824058854309019, 0.7194402411668195
-1.8297698221154395, 0.7129476566046916
-1.7558348082774162, 0.7081187863215885
-1.8270317311482454, 0.7001507218538008
-1.7020618477968419, 0.6956560443789951
-1.9541054697457778, 0.6898025300306074
-1.9332201479294033, 0.6963480143864017
-1.9334424274590893, 0.6886928418765401
-1.855333626469327, 0.6925765140501539
-2.190261077865464, 0.6992408951563167
-2.20134328500349, 0.6986318251336805
-2.3002874112175458, 0.7064309756118454
-2.3159449277352313, 0.7100153994050122
-2.3431331680386753, 0.7130280789065362
-2.6364199405494873, 0.7162472050668671
-2.944886344842073, 0.718074945458222
-3.02130409095885, 0.7188596200753524
-2.873774289636287, 0.7227214678687012
-2.590438756619922, 0.7294445293306141
-2.628867934872904, 0.7333353372477014
-2.748693906259649, 0.7381188384608162
-2.826470841232632, 0.7465103858396956
-2.649327322330711, 0.7525256803907573
-2.592064124643176, 0.7611784997406409
-2.1417661312859586, 0.7680559950974148
-2.1992770759972404, 0.7754287265803835
-2.052053966188387, 0.780718796856247
-2.066846002940037, 0.7830850584540594
-1.920088644871763, 0.7874734479995295
-1.8636747298754102, 0.7890460208946393
-1.8814223825250243, 0.7906136731695986
-1.7471053400813028, 0.791455474907703
-1.782947343894432, 0.7903658797767238
-1.8135832229762479, 0.7848364235255073
-2.024571469357698, 0.7765978322575724
-2.077203772237069, 0.7693866264285792
-1.9386241344553834, 0.7678844793924744
-1.9656576127368293, 0.7620881666595201
-1.9633570036452779, 0.7582655594903169
-2.0452326050976293, 0.7570458700740189
-2.0472118404987767, 0.7527824714702388
-2.0125113033479938, 0.7527854410298883
-2.009679741900884, 0.7554740921044172
-1.982799778445838, 0.7544726271215082
-1.7875319747905785, 0.7545364377617567
-1.9606803678186913, 0.7524243404974679
-2.1853096227595876, 0.7553673211323423
-2.1671601701545535, 0.7570710377128185
-2.287461441053531, 0.7595975256738225
-2.619165278004547, 0.7616617440566478
-2.6234681215819387, 0.7642004764479681
-2.6501385367753567, 0.7677737300349715
-2.6980702620336325, 0.7684219354714259
-2.4665100128710193, 0.771218936629201
-2.4300867688668837, 0.7728190804279031
-2.490634160788677, 0.7723720163894201
-2.4598285465685588, 0.7724612167189719
-2.434947724294057, 0.7740201116393423
-2.3068885558020833, 0.7713861083099615
-2.613428017483178, 0.7716371864199694
-2.5550438213930486, 0.7707574550504607
-2.504414345900623, 0.768590964125984
-2.4795825255978685, 0.7679123824825895
-2.5262900403845063, 0.7688283958367754
-2.5133265877917372, 0.7692951925460447
-2.5367018541895443, 0.7679284388004437
-2.5163296482670416, 0.7646383934041903
-2.217444087087686, 0.7603692558931731
-2.2473865500307113, 0.7634153996198091
-2.214474839301069, 0.7652519305754528
-2.120829151574683, 0.7630266496358813
-2.200932910536319, 0.7652200445606635
-2.453847472626157, 0.766385519782209
-2.4787164799928743, 0.766135838923808
-2.5303092187948755, 0.7648508586012711
-2.5245651579281523, 0.7663803411588312
-2.5493890746034915, 0.7687240292661914
-2.553070691836068, 0.7708610038084432
-2.5834202478860004, 0.7715996728892328
-2.6787479304941075, 0.7680566230934087
