M20, Gini
-2.480250415736734, 0.7257891698659992
-2.5088072856092025, 0.7293506676408017
-2.4475880242793755, 0.7324996392976799
-2.3489487222462975, 0.7311222327571059
-2.5936353014501705, 0.731471826122548
-2.3214814228304257, 0.7327733775748038
-2.626763387711894, 0.7346694907816853
-2.62096206144508, 0.7335589873899535
-2.448495014220539, 0.7311456584709651
-2.4861940625803793, 0.7279481916788035
-2.494485304038739, 0.7263992128083249
-2.361512931553419, 0.723159266056948
-2.3504293621371204, 0.7235651517754463
-2.4224998597384446, 0.7244712400531852
-2.346031535189745, 0.7186543199256386
-2.325762448361867, 0.7207279444545073
-2.333198335534079, 0.7189446416455153
-2.3134117433302457, 0.7206641536145116
-2.164716572775312, 0.7175897289806976
-2.157825227698055, 0.7185796734771716
-2.135758259573385, 0.7170397955865955
-2.1474073112824485, 0.7183898800840792
-2.133442515262787, 0.7140930031759887
-2.0660167627607766, 0.7113644301754533
-2.034206373827256, 0.7096829596049639
-2.023316666482053, 0.7061466282554459
-1.921895364161536, 0.7039339172330059
-1.9483310752354481, 0.6987889901415815
-1.8543786223356933, 0.696119904329113
-1.9447441277941147, 0.6869479011638964
-1.8303628131157024, 0.6730262784282943
-1.8200377292085186, 0.6626691089855791
-1.7774385414450853, 0.6402098194483358
-1.761425338034309, 0.6142673721554776
-1.8888536112098389, 0.5980170067747074
-1.8888408348056058, 0.5854477161108136
-1.4944796770872113, 0.6121213162787926
-1.429099264362491, 0.6812318922225148
-1.5441898908957723, 0.7246958819420826
-1.8936181307514497, 0.7398184549700201
-2.0551742118467615, 0.7436210752654828
-2.497292251323518, 0.7441148762776301
-3.0580686978385536, 0.7428706479563881
-2.4746421927105775, 0.7384505837857099
-2.4881232419752672, 0.7342950448434603
-2.3454951502516406, 0.7313711316343046
-2.371929033020317, 0.7265466384034931
-2.2062968549747635, 0.7259720662398906
-2.000127969604466, 0.7213833478316733
-1.922666778124665, 0.714351776163022
-1.781234111526685, 0.714313920957879
-1.7666524617228263, 0.7140621878982741
-1.593025093253194, 0.7164139676709924
-1.5754400606473313, 0.723152749563113
-1.5728180915644314, 0.7233629910917379
-1.271632130609654, 0.7281412321700808
-1.234092710763647, 0.7337065811553356
-1.2173010981481072, 0.7361713710128649
-1.216686764839121, 0.7389765438333128
-1.2444763661592841, 0.7413586195896104
-1.2490880969641627, 0.7426658492007636
-1.2546190338292582, 0.7444476599614801
-1.2530407496849556, 0.7471256338169944
-1.2885899642879302, 0.7470007725280957
-1.2906662222482035, 0.7464773074422094
-1.3294759873830688, 0.7480011714319478
-1.3445748613496833, 0.7439520098448872
-1.4375579557622467, 0.7459188801243488
-1.5479508889662825, 0.7451011167722924
-1.6015285551243168, 0.7442257806941417
-1.7168218084015945, 0.7485718667573847
-1.8396920571069177, 0.7495264999785832
-2.097025946667456, 0.7528120333031246
-2.2479302485857784, 0.7552288907104613
-2.252956258989724, 0.7586399921713377
-2.5296565368823556, 0.7615485930517767
-2.5378396521949176, 0.7670801788778611
-2.269424373187865, 0.7691245551346012
-2.1729444273346115, 0.7697266121592735
-1.9154329774570276, 0.7715250019379162
-1.834490882892418, 0.7730341412626357
-1.6885121702455548, 0.7736406029191422
-1.6768918899705394, 0.7763850320389951
-1.597366245397011, 0.7756438788244504
-1.5743324425744991, 0.7737115566769177
-1.5591546740561848, 0.7723520979259764
-1.6019593555622569, 0.7714365479356247
-1.497880033076349, 0.7667582360805029
-1.5651329041943256, 0.7677364333787821
-1.6693943400876767, 0.7647961758115456
-1.8326807226920356, 0.7617407175809476
-1.8159882110126229, 0.7597347440558614
