M20, Gini
-2.1131806770733013, 0.7236211156874608
-2.101872825816285, 0.7261601645742873
-1.9306408289332997, 0.7288115528406631
-2.0014942685701342, 0.7307332248281908
-1.9194044246516242, 0.7276884252670558
-2.287801218872538, 0.7278763881878285
-2.272185294771266, 0.7304355965868196
-2.2726752859526, 0.7328718858090412
-2.2562967821915207, 0.7313789267383207
-2.1680837316995003, 0.7297718016359066
-2.158518345090383, 0.7271335714409828
-2.0195641003656624, 0.7297775836650382
-2.04596991262052, 0.7249183667947554
-2.0704797341316317, 0.7251079378931747
-1.9782059770307439, 0.7253253842159416
-2.001950436726745, 0.7264576261271251
-2.173201541184054, 0.7283509760916473
-2.217893161708557, 0.7259900048514772
-2.096511627038202, 0.7291881867820762
-2.0972474004674972, 0.7221586897724765
-2.0503955080040526, 0.723199048725143
-2.071365603141975, 0.7227342974516091
-2.0047967987536395, 0.7186417470063575
-1.9824007704656863, 0.7147888212024464
-1.9678969349052142, 0.7103376725159241
-1.9578909284313792, 0.7100566296886082
-2.015579920403222, 0.7089379589481776
-1.9779209183743978, 0.7091027688256143
-1.984146784338262, 0.7086659961895982
-1.868369480726972, 0.7018925600992902
-2.09733269930465, 0.6951074399204036
-2.0354218985441954, 0.6870820360602043
-1.9256519078697139, 0.6732068986394355
-1.9476286583607514, 0.6594561635476197
-1.8205547622175056, 0.6428543004185647
-1.552401276819922, 0.6162088090111681
-1.5639590801240626, 0.58276396525355
-1.5162481178612794, 0.554181243188744
-1.5217123568906927, 0.5335653853875684
-1.5256915719265853, 0.5148964516389457
-1.6848665602618205, 0.5263977756645902
-2.1064612957217497, 0.6080909590741259
-1.8737803654901057, 0.7011740021578733
-1.9840185841729712, 0.7245637772727028
-2.1285507083205353, 0.7247997313542621
-2.0983052443796075, 0.7335036073263111
-2.1058463023669076, 0.7322967082803679
-2.2405958297114137, 0.7264710185557627
-2.4612199096004153, 0.7314859367205995
-2.541683973657611, 0.7302886241114814
-2.552822627716572, 0.7284495796733989
-2.6098033250653363, 0.7252613763216081
-2.638475962016926, 0.7308842432030204
-2.6410474304459957, 0.7268560117075911
-2.671970867670146, 0.7304308516463345
-2.564775211839008, 0.7283443424196085
-2.6697605032442286, 0.7302856508734389
-2.793870272892529, 0.7351797723565395
-2.741641813775344, 0.7372499153280653
-2.695533335419823, 0.7388713999738248
-2.676039840446051, 0.7384321086501757
-2.7271314516493232, 0.7411390404761424
-2.190570289587174, 0.7490789333939031
-2.0624130005147405, 0.7440576806650108
-2.0366700397895428, 0.7483241033189714
-1.980869706324707, 0.7492482332481059
-2.194325172251137, 0.7509872765544271
-2.1926099749831085, 0.7526945921189523
-2.0451281796321954, 0.7552295983700165
-1.944314688980513, 0.7613057043474185
-1.9493629098406051, 0.7664190443890941
-1.9322567687093812, 0.7743750454360557
-1.9201810784492, 0.7804134729436095
-2.0006441055660322, 0.7836515522246829
-2.1665367191724965, 0.7853177096066752
-2.1912409081602173, 0.7865533983719839
-2.2329199272768845, 0.7815830721298794
-2.2069909187345016, 0.7777634336815614
-2.4558520090810134, 0.777299506702713
-2.246444511928671, 0.7716306367085866
-2.102567071019024, 0.7685088928250876
-1.9865997936531894, 0.7656023181102606
-1.893169054225542, 0.7647135875825278
-1.8957149364905328, 0.7629395385901591
-1.8421811502240244, 0.7611378145687623
-1.9011115155642375, 0.7594908372542869
-1.713850479750232, 0.7561197276843675
-1.8429508815361058, 0.7548567959837424
-1.9479309795125854, 0.7542515669476652
-1.928863353202701, 0.7528288292125234
-1.898665753122852, 0.748474470570935
-2.00661205565281, 0.7468099405709726
-1.9118462891064274, 0.7490369131177363
-2.007130371107979, 0.7475530098157047
-2.097269884204376, 0.7489348477351554
-2.2558823805611787, 0.7507458573759688
-2.5562981555638666, 0.7518339653513764
-2.414214007312068, 0.7555057173235508
-2.4248235978112813, 0.7555887011092753
-2.424925180941477, 0.7584472111147246
-2.382219232721326, 0.7598035119907872
-2.2619514346377594, 0.7570319270615116
-2.300144701983612, 0.758768498566327
-2.15839752220282, 0.7639992397971528
-2.1702904488982147, 0.7623382945165337
-2.35488036762554, 0.761801666566353
-2.5058968120678657, 0.7589386288853016
-2.3804802761013337, 0.7612562440577569
-2.6072463090547147, 0.7603284141419508
-2.4346296668277905, 0.7581076347415637
-2.5941786807755927, 0.7591490731192161
-2.4959828759474445, 0.7582648243796506
-2.480765541820773, 0.7560529354287822
